COMPOUND	COMPOUND_NAME	SMILES
707526	ALPRENOLOL	CC(C)NCC(O)COc1ccccc1CC=C
707527	ALPROSTADIL	CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O
707652	CEFOTETAN	COC1(NC(=O)C2SC(=C(C(=O)N)C(=O)[O-])S2)C3SCC(=C(N3C1=O)C(=O)[O-])CSc4nnnn4C
707653	CEFOXITIN	COC1(NC(=O)Cc2cccs2)C3SCC(=C(N3C1=O)C(=O)O)COC(=O)N
707654	CEFPODOXIME PROXETIL	COCC1=C(N2C(SC1)C(NC(=O)C(=NOC)c3csc(N)n3)C2=O)C(=O)OC(C)OC(=O)OC(C)C
707655	CEFPROZIL	CC=CC1=C(N2C(SC1)C(NC(=O)C(N)c3ccc(O)cc3)C2=O)C(=O)O
707948	ICX5608987	CN1C2CCC1C(C(C2)c3ccc(F)cc3)C(=O)C
707656	CEFTIBUTEN	Nc1nc(cs1)C(=CCC(=O)O)C(=O)NC2C3SCC=C(N3C2=O)C(=O)O
707657	CEFTIZOXIME	CON=C(C(=O)NC1C2SCC=C(N2C1=O)C(=O)O)c3csc(=N)[nH]3
707658	CEFTRIAXONE	CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)CSc3nc(=O)c(O)nn3C)c4csc(N)n4
707659	CEFUROXIME	CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)c3ccco3
701162	TROMETHAMINE	NC(CO)(CO)CO
701164	TRICHLOROETHYLENE	ClC=C(Cl)Cl
701188	NICOTINYL ALCOHOL	OCc1cccnc1
701198	METHYLFORMAMIDE	CNC=O
701216	SURAMIN	Cc1ccc(cc1NC(=O)c2ccc(NC(=O)Nc3ccc(cc3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)cc2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
701217	FLUDARABINE PHOSPHATE	Nc1nc(F)nc2n(cnc12)C3OC(COP(=O)(O)O)C(O)C3O
701227	NOVOBIOCIN	COC1C(OC(=O)N)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
924	THIABENDAZOLE	c1nc(cs1)c2nc3ccccc3[nH]2
602364	MIFEPRISTONE	CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(CC21C)c5ccc(cc5)N(C)C
700003	(2S)-ALPHA-METHYLGLUTAMIC ACID	CC(N)(CCC(=O)O)C(=O)O
602165	ICX5600124	CN1CCC23C4Oc5c3c(CC1C2(O)CC6(CCc7ccccc7C6)C4=O)ccc5O
602171	ICX5600130	CN(C)C(Cc1c(C)cc(O)cc1C)C(=O)N2Cc3ccccc3CC2C(=O)O
602175	ICX5600134	CCCCCCCCCCCCCCNCC(N)CCCCN
602178	ICX5600137	COC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCNC(=N)N[N+](=O)[O-]
602180	ICX5600139	COC(=O)C(CCCNC(=N)N[N+](=O)[O-])NC(=O)C(N)Cc1ccccc1
602183	ICX5600142	NC(=N)c1ccc2c(c[nH]c2c1)C(=O)NCCCCCCC(=O)O
602231	ICX5600147	Oc1ccc2C3CCc4cc(O)ccc4C3CCc2c1
602233	ICX5600149	Cc1cc2C3CCC4(C)C(O)CCC4C3CCc2cc1O
602235	ICX5600151	CC12CCC3(C)C(CCc4cc(O)ccc43)C2CCC1O
602237	ICX5600153	CC12CCC3C(CCc4cc(O)ccc34)C2CCCC1O
707429	2-[[4-(2-METHOXYPHENYL)PIPERAZIN-1-YL]METHYL]-6-METHYL-2,3-DIHYDROIMIDAZO[1,2C]Q	COc1ccccc1N2CCN(CC3CN4C(=N3)c5ccccc5N(C)C4=O)CC2
707430	ROSMARINIC ACID	OC(=O)C(Cc1ccc(O)c(O)c1)OC(=O)C=Cc2ccc(O)c(O)c2
707431	L-695,845	CC(=CCN1CCC2(CCc3ccccc32)CC1)C
707432	3,5-DIIODO-4-HYDROXYPHENYLPROPIONIC ACID	OC(=O)CCc1cc(I)c(O)c(I)c1
707433	3,5-DINITROCATECHOL	Oc1cc(cc([N+](=O)[O-])c1O)[N+](=O)[O-]
707434	(R)-CPP	OC(=O)C1CN(CCCP(=O)(O)O)CCN1
707435	3-(1-PIPERAZINYL)-2-QUINOXALINECARBONITRILE MALEATE	N#Cc1nc2ccccc2nc1N3CCNCC3
707436	3-(4-ALLYLPIPERAZIN-1-YL)-2-QUINOXALINECARBONITRILE MALEATE	C=CCN1CCN(CC1)c2nc3ccccc3nc2C#N
707437	L-741,741 HYDROCHLORIDE	Cc1c(noc1C2CCN(CCc3ccccc3)CC2)c4ccc(Cl)cc4
707438	RS-23597-190	COc1cc(N)c(Cl)cc1C(=O)OCCCN2CCCCC2
700694	POLYMYXIN B1	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O
700719	PYROGALLOL	Oc1cccc(O)c1O
700730	R-102557	CC(SC1COC(OC1)C=CC=Cc2ccc(OCC(F)(F)C(F)F)cc2)C(O)(Cn3cncn3)c4ccc(F)cc4F
602361	LY-294002	O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4
602342	MEDROXYPROGESTERONE	CC1CC2C3CCC(O)(C(=O)C)C3(C)CCC2C4(C)CCC(=O)C=C14
471472	ICX5600039	NC(CCCNC(=N)NCC#C)C(=O)O
471474	ICX5600041	CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
471475	ICX5600042	Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1
602091	ICX5600051	Cc1ccc(c(SC2=C(O)CC(CCc3ccccc3)(OC2=O)c4ccccc4)c1)C(C)(C)C
602092	ICX5600052	Cc1cc(SC2=C(O)CC(CCc3ccccc3)(OC2=O)c4ccc(OCCO)cc4)c(cc1CO)C(C)(C)C
602093	ICX5600053	CC(C)C1(CCc2ccc(O)cc2)CC(=C(Sc3cc(C)c(CO)cc3C(C)(C)C)C(=O)O1)O
602097	ICX5600057	CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC(CCC(=O)O)C(=O)NC(CCC2CCCCC2)C(=O)N
602098	ICX5600058	CN(CCCC1CCCCC1)C(=O)C(CCC(=O)O)NC(=O)C(Cc2ccc(OP(=O)(O)O)cc2)NC(=O)C
602100	ICX5600060	Cc1ccc(cc1C)C(=O)NC2C(O)C(OC2CO)n3cnc4c(NC5CCCC5)ncnc34
602101	ICX5600061	OC(=O)CCCCC1(CC(=C(SCCc2ccccc2)C(=O)O1)O)c3ccccc3
707390	RS 67506 HYDROCHLORIDE	COc1cc(N)c(Cl)cc1C(=O)CCC2CCN(CCNS(=O)(=O)C)CC2
707391	RS 67333 HYDROCHLORIDE	CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1
707392	1-(4-BROMOBENZOYL)PIPERAZINE-2,3-DICARBOXYLIC ACID, SODIUM SALT	OC(=O)C1NCCN(C1C(=O)O)C(=O)c2ccc(Br)cc2
707393	1-(4-CHLOROBENZOYL)PIPERAZINE-2,3-DICARBOXYLIC ACID, SODIUM SALT	OC(=O)C1NCCN(C1C(=O)O)C(=O)c2ccc(Cl)cc2
707394	IPAG	Ic1ccc(NC(=N)NC2C3CC4CC(C3)CC2C4)cc1
707395	C-1	O=S(=O)(N1CCNCC1)c2cccc3cnccc23
707396	1-(7-CARBOXYHEPTYL)IMIDAZOLE HYDROCHLORIDE	OC(=O)CCCCCCCn1ccnc1
707397	1-ACETYL-4-METHYLPIPERAZINE HYDROCHLORIDE	CN1CCN(CC1)C(=O)C
707398	1-AMINOCYCLOBUTANE-CIS-1,3-DICARBOXYLIC ACID	NC1(CC(C1)C(=O)O)C(=O)O
700352	L-SERINE	NC(CO)C(=O)O
700356	LACTIC ACID	CC(O)C(=O)O
700357	LAMIVUDINE	Nc1ccn(C2CSC(CO)O2)c(=O)n1
700396	LYS-(DES-ARG9)-BRADYKININ	NCCCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(Cc5ccccc5)C(=O)O
700400	MAGNESIUM ION CHROMATOGRAPHY SOLUTION	[Mg+2]
602366	PHENOBARBITAL	CCC1(C(=O)NC(=NC1=O)O)c2ccccc2
602096	ICX5600056	CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC(CCC(=O)O)C(=O)O
602114	ICX5600074	CCC(C)C(NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)NC(=O)C(CCC(=O)O)NC(=O)c2ccccc2N)C(=O)NC(CC(=O)N)C(=O)N
602115	ICX5600075	CCC(C)C(NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)NC(=O)OCc2cccc(N)c2)C(=O)NC(CC(=O)N)C(=O)N
602116	ICX5600076	CCC(C)C(NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)NC(=O)OCc2ccccc2)C(=O)NC(CC(=O)N)C(=O)N
602131	ICX5600090	CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC2CSSCC(NC(=O)C3CCCCN3C(=O)C(CO)NC2=O)C(=O)O
602139	MICROCYSTIN-LR	COC(Cc1ccccc1)C(C)C=C(C)C=CC2NC(=O)C(CCCNC(=N)N)NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C2C)C(=O)O)C(=O)O
602141	ICX5600100	COCC(C(O)C(O)C(=O)NC(C)CC(C)c1nc(C=CCC2OC3(CC(O)C2C)OC(C(CC(O)C(C)C(O)C(C)C=C(C)C(=CC=CC(=CC#N)C)C)OC)C(OP(=O)(O)O)C3(C)C)co1)N(C)C
707319	(+)-1-(1,2-DIPHENYLETHYL)PIPERIDINE	C(C(N1CCCCC1)c2ccccc2)c3ccccc3
707320	1-(3,4-DICHLOROPHENYLACETYL)-2-(1-PYRROLIDINOETHYL)PIPERIDINE	Clc1ccc(CC(=O)N2CCCCC2CN3CCCC3)cc1Cl
707321	ZT-52656A	FC(F)(F)c1ccc(CC(=O)N2CCCCC2CN3CCCC3)cc1
707322	[3H]-(+/-)-TRANS-ACPD	NC1(CCC(C1)C(=O)O)C=O
707323	(1S, 3S)-CIS-ACPD	NC1(CCC(C1)C(=O)O)C(=O)O
707324	(1S,3R)-TRANS-ACPD	NC1(CCC(C1)C(=O)O)C(=O)O
707325	AIDA	NC1(CCc2cc(ccc21)C(=O)O)C(=O)O
707326	(+/-)-3-(3-NITROBENZOYL)ALANINE HYDROCHLORIDE	NC(CC(=O)c1cccc(c1)[N+](=O)[O-])C(=O)O
707327	(+/-)-4-AMINO-3-(5-CHLORO-2-THIENYL)BUTANOIC ACID	NCC(CC(=O)O)c1ccc(Cl)s1
707328	ACLATONIUM NAPADISILATE	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O
701247	DICHLOROPHENARSINE	Nc1cc(ccc1O)[As](Cl)Cl
701256	SITOGLUSIDE	CCC(CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC5OC(CO)C(O)C(O)C5O)C(C)C
707528	ALRESTATIN	OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23
707529	ALTECONAZOLE	Clc1ccc(cc1)C2(Cn3cncn3)OC2c4ccc(Cl)cc4Cl
707530	ALTRETAMINE	CN(C)c1nc(nc(n1)N(C)C)N(C)C
707531	ALUMINUM ACETATE	CC(=O)O[Al](OC(=O)C)OC(=O)C
707532	AM 580	CC1(C)CCC(C)(C)c2cc(ccc21)C(=O)Nc3ccc(cc3)C(=O)O
707533	AMANTADINE	NC1(CC2CC3CC(C2)C1)C3
707534	AMBENONIUM CHLORIDE	[Cl-].[Cl-].CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc2ccccc2Cl
707535	AMCINONIDE	CC(=O)OCC(=O)C12OC3(CCCC3)OC2CC4C5CCC6=CC(=O)C=CC6(C)C5(F)C(O)CC41C
707536	AMIFOSTINE	NCCCNCCSP(=O)(O)O
707537	AMILORIDE	NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
707949	ICX5608988	CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)C(=O)C
707660	CELECOXIB	Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F
707661	CEPHALEXIN	CC1=C(N2C(SC1)C(NC(=O)C(N)c3ccccc3)C2=O)C(=O)O
707662	CEPHAPIRIN	CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CSc3ccncc3)C2=O)C(=O)O
707950	ICX5608989	CN1C2CCC1C(C(C2)c3ccc(F)cc3)C(=O)C
707663	CERIVASTATIN	COCc1c(nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1c2ccc(F)cc2)C(C)C
707665	CGMP	OC1C(OC2COP(=O)([O-])OC12)n3cnc4c(=O)[nH]c(=N)[nH]c34
707666	CGP-20712A METHANESULFONATE	Cn1cc(nc1c2ccc(OCC(O)CNCCOc3ccc(O)c(c3)C(=O)N)cc2)C(F)(F)F
707667	CGS-21680	CCNC(=O)C1OC(C(O)C1O)n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc23
707486	6-BROMO-1,3-DIOXO-1H-BENZ[D,E]ISOQUINOLINE-2(3H)-ACETIC ACID	OC(=O)CN1C(=O)c2cccc3c(Br)ccc(C1=O)c23
707487	6-CHLOROMELATONIN	COc1cc2c(CCNC(=O)C)c[nH]c2cc1Cl
707488	CNQX	[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1C#N
707489	CPCCOET	CCOC(=O)C12CC2C(=NO)c3ccccc3O1
707490	L-701,252	Oc1c(C(=O)C2CC2)c(=O)[nH]c3cc(Cl)ccc13
701617	HYDROCORTISONE BUTYRATE	CCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C)C(=O)CO
701618	SOTERENOL	CC(C)NCC(O)c1ccc(O)c(NS(=O)(=O)C)c1
701619	NEFOPAM	CN1CCOC(c2ccccc2)c3ccccc3C1
700737	RANITIDINE	CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
700739	RAPAMYCIN	COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N4CCCCC4C(=O)O2)OC)CCC1O
700760	RO-46-8443	COc1ccc(cc1)c2nc(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)c(Oc4ccccc4OC)c(OCC(O)CO)n2
700761	ROCURONIUM BROMIDE	[Br-].CC(=O)OC1C(CC2C3CCC4CC(O)C(CC4(C)C3CCC12C)N5CCOCC5)[N+]6(CC=C)CCCC6
700780	S-ETHYLISOTHIOUREA HYDROBROMIDE	CCSC(=N)N
700788	SAPERCONAZOLE	CCC(C)n1ncn(c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(F)cc7F)cc4)c1=O
700004	(2S,3S,4S)-2-METHYL-2-(CARBOXYCYCLOPROPYL)GLYCINE	CC(N)(C1CC1C(=O)O)C(=O)O
700005	(D-ARG0,HYP3,D-PHE7,LEU8)-BRADYKININ	CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C3CC(O)CN3C(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)O
700006	MSOP	CC(N)(COP(=O)(O)O)C(=O)O
700007	ZD-7114	COCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1
700010	REACTIVE BLUE 2 TRISODIUM SALT	Nc1c(cc(Nc2cc(Nc3nc(Cl)nc(Nc4ccc(cc4)S(=O)(=O)O)n3)cc(c2)S(=O)(=O)O)c5C(=O)c6ccccc6C(=O)c15)S(=O)(=O)O
700011	ABU	Nn1cc(Br)c(=O)[nH]c1=O
700017	3-AMINO-1-PROPANESULFONIC ACID	NCCCS(=O)(=O)O
700018	SKF 91488 DIHYDROCHLORIDE	CN(C)CCCCSC(=N)N
700020	5-AMINOVALERIC ACID HYDROCHLORIDE	NCCCCC(=O)O
602281	ICX5600157	Oc1ccc(cc1)C2=C(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5C2
602284	CLOFIBRIC ACID	CC(C)(Oc1ccc(Cl)cc1)C(=O)O
602245	BENZO[E]PYRENE	c1ccc2c(c1)c3cccc4ccc5cccc2c5c43
602278	6(5H)-PHENANTHRIDINONE	O=c1[nH]c2ccccc2c3ccccc13
602279	DEXAMETHASONE	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
602286	BEZAFIBRATE	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
602289	DOXORUBICIN	COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO
602291	3-METHYLCHOLANTHRENE	Cc1ccc2cc3c(ccc4ccccc43)c5CCc1c52
602292	PIRINIXIC ACID	Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
700418	MEN-10,376	CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)NC(Cc6c[nH]c7ccccc67)C(=O)NC(CCCCN)C(=O)N
700424	AMMONIATED MERCURY	N[Hg]Cl
700444	5-METHYLFURMETHIDE	[I-].Cc1ccc(C[N+](C)(C)C)o1
707997	2-PHENYLCHROMONE	O=c1cc(oc2ccccc12)c3ccccc3
602340	MESTRANOL	COc1ccc2C3CCC4(C)C(CCC4(O)C#C)C3CCc2c1
602352	BIS(2-ETHYLHEXYL)PHTHALATE	CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
602365	4-OCTYLPHENOL	CCCCCCCCc1ccc(O)cc1
602344	BETAMETHASONE	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
471436	ICX5600003	CCC(=O)NCCc1c(OC(=O)CBr)ccc2ccc(OC)cc12
471441	HX-640	CC1(C)CCC(C)(C)c2cc3C(=Nc4ccccc4Cc3cc21)c5ccc(cc5)C(=O)O
471445	ICX5600012	[O-][n+]1ccc(CC(=O)N2CCC(=C3c4ccc(Cl)cc4CCc5cc(Br)cnc35)CC2)cc1
471451	ICX5600018	CN1C2=NC3(CCCC3)CN2c4nn(C)c(Cc5ccccc5)c4C1=O
471455	ICX5600022	COC(=O)CC1C2CCC(CC1Cc3ccccc3)N2C
471459	ICX5600026	Cc1ccc(OCCNCCCOc2ccccc2)cc1
602102	ICX5600062	CC(C)(C)c1ccccc1SC2=C(O)CC(CCc3ccccc3)(OC2=O)c4ccccc4
602103	ICX5600063	CC(C)CC(NC(=O)N1CCc2ccccc2C1)C(=O)NC(Cc3ccccc3)C(=O)CF
602105	ICX5600065	O=C(c1c(sc2ccccc12)c3ccc(OCCN4CCCC4)cc3)c5ccc(OCCN6CCCC6)cc5
602106	ICX5600066	C(Cc1c[nH]c2ccc(cc12)n3cnnc3)N4CCC(CNCc5ccccc5)C4
602107	ICX5600067	Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(cc34)n5cnnc5)CC2)c1
602108	ICX5600068	OC(=O)CCCC=CCC1C(NS(=O)(=O)c2ccc(cc2)c3ccccc3)C4CCC1C4
602110	ICX5600070	Nc1c2C3CCC(C3)c2nc4ccccc14
602111	ICX5600071	CCCCC1Cc2cc(OC(=O)C)ccc2-c3c(C=O)c4cc(OC(=O)C)ccc4n13
602112	ICX5600072	COc1ccc(cc1C=CCN(C)C)C(=O)Nc2ccc(cc2)c3ccncc3
707399	1-BENZYL-3-(1-METHYL-1,2,5,6-TETRAHYDROPYRIDIN-4-YL)INDOLE	CN1CCC(=CC1)c2cn(Cc3ccccc3)c4ccccc24
707400	1-METHYL-4-[2-(2-NAPHTHYL)ETHENYL]PYRIDINIUM IODIDE	[I-].C[n+]1ccc(C=Cc2ccc3ccccc3c2)cc1
707401	1-PHENYLBIGUANIDE HYDROCHLORIDE	NC(=N)NC(=N)Nc1ccccc1
707402	BTCP MALEATE	C1CCN(CC1)C2(CCCCC2)c3cc4ccccc4s3
700046	ASTRESSIN	CCCCC(NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(N)Cc2ccccc2)C(C)C)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC3CCC(=O)NCCCCC(NC(=O)C(Cc4c[nH]cn4)NC(=O)C(C)NC3=O)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCC)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)N
700048	ATRACTYLOSIDE	CC(C)CC(=O)OC1C(OC2CC(C3CCC4(CC5CCC4C3(C)C2)C(O)C5=C)C(=O)O)OC(CO)C(OS(=O)(=O)O)C1OS(=O)(=O)O
700049	ATRIOPEPTIN III, RAT	CCC(C)C1NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(CSSCC(NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)CNC1=O)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(Cc3ccccc3)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc4ccc(O)cc4)C(=O)O)NC(=O)C(CO)NC(=O)C(N)CO)C(C)CC
700050	BACITRACIN	CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)NC2CCCCNC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc4ccccc4)NC(=O)C(NC(=O)C(CCCN)NC2=O)C(C)CC
700051	BENZOQUINONIUM DIBROMIDE	[Br-].[Br-].CC[N+](CC)(CCCNC1=CC(=O)C(=CC1=O)NCCC[N+](CC)(CC)Cc2ccccc2)Cc3ccccc3
602367	PROGESTERONE	CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
177581	SULFATHIAZOLE	Nc1ccc(cc1)S(=O)(=O)Nc2nccs2
602368	TESTOSTERONE	CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O
602347	CAPTOPRIL	CC(CS)C(=O)N1CCCC1C(=O)O
602243	MC 258714	CC(C)N=C(Nc1ccc(Cl)cc1)c2ccncc2
602345	BISPHENOL A	CC(C)(c1ccc(O)cc1)c2ccc(O)cc2
602356	BETA-ESTRADIOL 3-BENZOATE	CC12CCC3C(CCc4cc(OC(=O)c5ccccc5)ccc34)C2CCC1O
602362	3-ACETAMIDOPHENOL	CC(=O)Nc1cccc(O)c1
602369	TRIAMCINOLONE	CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC43C)C2CC(O)C1(O)C(=O)CO
602149	ICX5600108	CNCC(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(C3CCCN3)C(=O)NC(Cc4ccc5ccccc5c4)C(=O)O
602158	ICX5600117	CCC(CC(C)C(=O)O)C(=O)CCC1=CC(C)CC(=CC(C)C(O)C(C)CCC(CCCCC=CC(C)CCC(C)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)OC1)C(=O)O)C
602168	ICX5600127	Cc1c(C)c2OC(C)(C)CCc2c(C)c1S(=O)(=O)NC(Cc3ccc(cc3)C(=N)N)C(=O)N4CCN(CC4)S(=O)(=O)C
602282	PHENOTHIAZINE	N1c2ccccc2Sc3ccccc13
701620	DELMADINONE ACETATE	CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C)C(=O)C
701621	QUINTERENOL	CC(C)NCC(O)c1ccc(O)c2ncccc12
701285	BERYTHROMYCIN	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1C
701288	NORFENEFRINE	NCC(O)c1cccc(O)c1
701301	DIMETRIDAZOLE	Cc1ncc([N+](=O)[O-])n1C
701312	THIOINOSINE	OCC1OC(C(O)C1O)n2cnc3c(=S)nc[nH]c23
701335	METHOSERPIDINE	COC1C(CC2CN3CCc4c([nH]c5ccc(OC)cc45)C3CC2C1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6
701340	CARZOLAMIDE	NC(=O)n1cccn1
701348	BUCRYLATE	CC(C)COC(=O)C(=C)C#N
701352	CORTIVAZOL	CC1CC2C3C=C(C)C4=Cc5c(CC4(C)C3C(O)CC2(C)C1(O)C(=O)COC(=O)C)cnn5c6ccccc6
701364	RELOMYCIN	CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(CCO)CC(C)C(=O)C=CC(=CC1COC4OC(C)C(O)C(OC)C4OC)C
701389	BUTACETIN	CC(=O)Nc1ccc(OC(C)(C)C)cc1
707538	AMINACRINE	Nc1c2ccccc2nc3ccccc13
707539	AMINOCAPROIC ACID	NCCCCCC(=O)O
707540	AMINOGLUTETHIMIDE	CCC1(CCC(=O)NC1=O)c2ccc(N)cc2
707841	ICX5608880	COc1ccccc1N2CCN(CCCN3C(=O)C4CCCN4C3=O)CC2
707542	IODOAMINOPOTENTIDINE	Nc1ccc(cc1I)C(=O)NCCN=C(NCCCOc2cccc(CN3CCCCC3)c2)NC#N
707543	AMINOSALICYLIC ACID	Nc1ccc(C(=O)O)c(O)c1
707544	AMITRIPTYLINE	CN(C)CCC=C1c2ccccc2CCc3ccccc13
707545	AMLODIPINE	CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C
707546	AMMONIUM PYRROLIDINEDITHIOCARBAMATE	SC(=S)N1CCCC1
707547	AMOBARBITAL	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
707548	AMOXAPINE	Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1
